cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,1,-50,-5,0.4671737099997699
2,1,-45,-4,1.3943873872049153
2,1,-50,-3,2.589422835968435
2,1,-40,-2,1.3970076069235802
2,1,-50,-1,2.599942136090249
2,1,-35,0,1.3943381560966372
2,1,-50,1,2.5990695669315755
2,1,-30,2,1.3979460536502302
2,1,-50,3,2.58983299927786
2,1,-25,4,1.8019881350919604
2,1,-50,5,3.601193810347468
2,1,-20,-5,1.795059276279062
2,1,-50,-4,2.596528838854283
2,1,-15,-3,1.3942632279358804
2,1,-50,-2,2.7923733917996287
2,1,-10,-1,1.5974013367667794
2,1,-50,0,2.791774584911764
2,1,-5,1,1.5979238939471545
2,1,-50,2,2.997912483289838
2,1,0,3,1.596339815761894
2,1,-50,4,2.996921645011753
2,1,5,5,1.9968115696683528
2,1,-50,-5,2.7936009922996163
2,1,10,-4,1.994823344051838
2,1,-50,-3,2.9970014402642846
2,1,15,-2,2.20175226777792
2,1,-50,-1,3.2026395522989333
2,1,20,0,2.5876390263438225
2,1,-50,1,2.802997952792793
2,1,25,2,3.3976989737711847
2,1,-50,3,2.794845123775304
2,1,30,4,3.1938022491522133
2,1,-50,5,2.995687168091536
2,1,35,-5,3.404835964087397
2,1,-50,-4,3.395140463951975
2,1,40,-3,3.1911643906496465
2,1,-50,-2,3.396695941220969
2,1,45,-1,3.801755494903773
2,1,-50,0,2.9969239430502057
2,1,50,1,3.7943445299752057
2,2,-50,2,3.804116992745549
2,2,-45,3,1.5876545370556414
2,2,-50,4,2.9956009089946747
2,2,-40,5,1.8035193788819013
2,2,-50,-5,2.200980065856129
2,2,-35,-4,1.7917276248335838
2,2,-50,-3,2.9952462911605835
2,2,-30,-2,1.599727529566735
2,2,-50,-1,3.588664432056248
2,2,-25,0,2.2018329221755266
2,2,-50,1,2.793779510073364
2,2,-20,2,1.9969913600943985
2,2,-50,3,3.2021108814515173
2,2,-15,4,1.5881828255951405
2,2,-50,5,2.598621604964137
2,2,-10,-5,1.805633066222072
2,2,-50,-4,2.79086541896686
2,2,-5,-3,1.793059250805527
2,2,-50,-2,2.99976006988436
2,2,0,-1,1.9976706067100167
2,2,-50,0,3.1992735359817743
2,2,5,1,1.997238134033978
2,2,-50,2,2.7927590189501643
2,2,10,3,2.39246288081631
2,2,-50,4,2.8029808602295816
2,2,15,5,2.397834880743176
2,2,-50,-5,3.1898570866324008
2,2,20,-4,2.801320310216397
2,2,-50,-3,2.794423906132579
2,2,25,-2,3.596111725084484
2,2,-50,-1,3.3942260099574924
2,2,30,0,3.3943827329203486
2,2,-50,1,3.4041144894436
2,2,35,2,3.3945829598233104
2,2,-50,3,3.1910176179371774
2,2,40,4,3.395426837261766
2,2,-50,5,3.9994876701384783
2,2,45,-5,3.5993615658953786
2,2,-50,-4,3.395757732912898
2,2,50,-3,3.794798925053328
2,2,-50,-2,3.199511966202408
2,3,-50,-1,2.190850276965648
2,3,-45,0,1.997559801209718
2,3,-50,1,3.601639989297837
2,3,-40,2,1.9962630211375647
2,3,-50,3,2.812538464087993
2,3,-35,4,2.1701606260612607
2,3,-50,5,2.996203023940325
2,3,-30,-5,1.9961287868209183
2,3,-50,-4,2.8065245160833
2,3,-25,-3,2.1885806643404067
2,3,-50,-2,2.997428607195616
2,3,-20,-1,2.8030334007926285
2,3,-50,0,2.9967517741024494
2,3,-15,1,1.9966415036469696
2,3,-50,2,3.79337640106678
2,3,-10,3,2.201814092230052
2,3,-50,4,3.394750603009016
2,3,-5,5,2.19142402196303
2,3,-50,-5,2.9974297480657697
2,3,0,-4,2.2013347148895264
2,3,-50,-3,3.59169175522402
2,3,5,-2,12.200185706838964
2,3,-50,-1,3.199625070206821
2,3,10,0,2.58790653757751
2,3,-50,1,3.600369173102081
2,3,15,2,2.792747034225613
2,3,-50,3,3.79796431818977
2,3,20,4,2.9985821810550988
2,3,-50,5,3.7893542498350143
2,3,25,-5,3.8030834970995775
2,3,-50,-4,3.1890397584065795
2,3,30,-3,3.200137803331017
2,3,-50,-2,3.598202532157302
2,3,35,-1,3.7896813829429448
2,3,-50,0,4.202411855105311
