cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
4,1,-50,-5,0.5910665881820023
4,1,-45,-4,1.798756625968963
4,1,-50,-3,2.813128042034805
4,1,-40,-2,1.3783848001621664
4,1,-50,-1,2.7894772719591856
4,1,-35,0,1.4007599409669638
4,1,-50,1,2.401549216825515
4,1,-30,2,1.5937254116870463
4,1,-50,3,2.5960945719853044
4,1,-25,4,1.3897898271679878
4,1,-50,5,2.606312682852149
4,1,-20,-5,1.9936007848009467
4,1,-50,-4,2.595741178374737
4,1,-15,-3,1.3998790830373764
4,1,-50,-2,2.790392142254859
4,1,-10,-1,1.3972455319017172
4,1,-50,0,2.5949642872437835
4,1,-5,1,1.5948397321626544
4,1,-50,2,2.7999528092332184
4,1,0,3,1.7988226949237287
4,1,-50,4,3.1918566790409386
4,1,5,5,1.7979157050140202
4,1,-50,-5,2.996156672015786
4,1,10,-4,1.797717641107738
4,1,-50,-3,2.801404941827059
4,1,15,-2,2.39255004376173
4,1,-50,-1,2.8000607672147453
4,1,20,0,3.1904002111405134
4,1,-50,1,3.00491484394297
4,1,25,2,2.391783566214144
4,1,-50,3,3.390515251085162
4,1,30,4,2.8017359017394483
4,1,-50,5,3.793496673926711
4,1,35,-5,3.802995549980551
4,1,-50,-4,3.3923421180807054
4,1,40,-3,3.997786250896752
4,1,-50,-2,4.200657395645976
4,1,45,-1,3.188971064053476
4,1,-50,0,3.598187873139977
4,1,50,1,3.8024284741841257
4,2,-50,2,3.7929155570454895
4,2,-45,3,1.800141447223723
4,2,-50,4,2.595924163237214
4,2,-40,5,1.7991042509675026
4,2,-50,-5,3.1914668339304626
4,2,-35,-4,1.6046179686672986
4,2,-50,-3,2.787725389935076
4,2,-30,-2,1.7996412217617035
4,2,-50,-1,2.7917552571743727
4,2,-25,0,1.602811903692782
4,2,-50,1,2.5958914309740067
4,2,-20,2,1.992401048075408
4,2,-50,3,2.801606948953122
4,2,-15,4,1.5937486495822668
4,2,-50,5,2.7886013193055987
4,2,-10,-5,1.799711288884282
4,2,-50,-4,3.198296478949487
4,2,-5,-3,1.7990634571760893
4,2,-50,-2,3.1868936959654093
