cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,1,-50,-5,
2,1,-45,-4,3.494560196995735
2,1,-50,-3,1.9961779550649226
2,1,-40,-2,1.5956897572614253
2,1,-50,-1,2.3891514549031854
2,1,-35,0,1.5963178197853267
2,1,-50,1,2.604064165148884
2,1,-30,2,1.3933893381617963
2,1,-50,3,2.199447128921747
2,1,-25,4,1.793244341854006
2,1,-50,5,1.7979295398108661
2,1,-20,-5,1.794707430060953
2,1,-50,-4,2.5960599738173187
2,1,-15,-3,1.3992810910567641
2,1,-50,-2,2.8011526819318533
2,1,-10,-1,1.592378071974963
2,1,-50,0,3.198618531692773
2,1,-5,1,1.597113935276866
2,1,-50,2,3.196245728060603
2,1,0,3,1.7941588084213436
2,1,-50,4,1.5935334889218211
2,1,5,5,1.795539075974375
2,1,-50,-5,2.8012843457981944
2,1,10,-4,2.196057321038097
2,1,-50,-3,3.196163590066135
2,1,15,-2,1.9996974477544427
2,1,-50,-1,9.596929320134223
2,1,20,0,
2,1,-50,1,2.587041003163904
2,1,25,2,3.600726846139878
2,1,-50,3,3.3943014121614397
2,1,30,4,
2,1,-50,5,2.794538608752191
2,1,35,-5,3.792730329092592
2,1,-50,-4,2.996851036325097
2,1,40,-3,2.7983057908713818
2,1,-50,-2,2.7987743439152837
2,1,45,-1,3.78937433520332
2,1,-50,0,3.602471685037017
2,1,50,1,3.3916927902027965
2,2,-50,2,3.596966616809368
2,2,-45,3,2.9931498942896724
2,2,-50,4,2.6024924921803176
2,2,-40,5,2.5930464859120548
2,2,-50,-5,1.9891937393695116
2,2,-35,-4,1.6023294399492443
2,2,-50,-3,2.1909717223607004
2,2,-30,-2,1.7944617783650756
2,2,-50,-1,
2,2,-25,0,2.197338884230703
2,2,-50,1,2.597418451681733
2,2,-20,2,1.8012920920737088
2,2,-50,3,2.9942657160572708
2,2,-15,4,1.5948439021594822
2,2,-50,5,3.198419279884547
2,2,-10,-5,1.7951078829355538
2,2,-50,-4,17.992216764949262
2,2,-5,-3,1.9983042418025434
2,2,-50,-2,2.5946683073416352
2,2,0,-1,1.9986417940817773
2,2,-50,0,3.192040807567537
2,2,5,1,
2,2,-50,2,2.9955654121004045
2,2,10,3,
2,2,-50,4,1.5882394430227578
2,2,15,5,
2,2,-50,-5,3.197233142796904
2,2,20,-4,
2,2,-50,-3,2.5931760650128126
2,2,25,-2,3.995151578914374
2,2,-50,-1,3.200010397937149
2,2,30,0,3.394342496059835
2,2,-50,1,
2,2,35,2,3.590310508850962
2,2,-50,3,3.200413614977151
2,2,40,4,2.991064054891467
2,2,-50,5,2.9980600886046886
2,2,45,-5,3.39138500392437
2,2,-50,-4,3.598566450178623
2,2,50,-3,
2,2,-50,-2,2.1902088499628007
2,3,-50,-1,3.396106997039169
2,3,-45,0,1.9970245081931353
2,3,-50,1,10.991474363952875
2,3,-40,2,
2,3,-50,3,1.1980572799220681
2,3,-35,4,
2,3,-50,5,1.9875752618536353
2,3,-30,-5,1.999319946859032
2,3,-50,-4,2.9986654822714627
2,3,-25,-3,2.3912028460763395
2,3,-50,-2,14.598146926146
2,3,-20,-1,
2,3,-50,0,3.7931636041030288
2,3,-15,1,
2,3,-50,2,
2,3,-10,3,
2,3,-50,4,3.985005160793662
2,3,-5,5,
2,3,-50,-5,3.3875086619518697
2,3,0,-4,2.2014872697182
2,3,-50,-3,3.1884088781662285
2,3,5,-2,2.404566877055913
2,3,-50,-1,3.3886315282434225
2,3,10,0,2.605395942926407
2,3,-50,1,3.7957605430856347
2,3,15,2,
2,3,-50,3,3.1843817229382694
2,3,20,4,
2,3,-50,5,2.9900826029479504
2,3,25,-5,4.796418031211942
2,3,-50,-4,3.802302540745586
2,3,30,-3,4.392165411263704
2,3,-50,-2,3.3992754509672523
2,3,35,-1,3.595248794183135
2,3,-50,0,3.796176756732166
2,3,40,1,
2,3,-50,2,3.7892962037585676
2,3,45,3,
2,3,-50,4,1.1935434029437602
2,3,50,5,
2,4,-50,-5,1.799183833412826
2,4,-45,-4,
2,4,-50,-3,1.3878990290686488
2,4,-40,-2,
2,4,-50,-1,4.199260773137212
2,4,-35,0,2.3865856751799583
2,4,-50,1,3.6020920081064105
2,4,-30,2,
2,4,-50,3,13.596028205007315
2,4,-25,4,
2,4,-50,5,4.394219345413148
2,4,-20,-5,2.5911448770202696
2,4,-50,-4,13.394432799890637
2,4,-15,-3,
2,4,-50,-2,17.78979099309072
2,4,-10,-1,
2,4,-50,0,1.590632051229477
2,4,-5,1,
2,4,-50,2,2.5893834619782865
2,4,0,3,
2,4,-50,4,2.598412055056542
2,4,5,5,2.9964699312113225
2,4,-50,-5,4.59389978973195
2,4,10,-4,
2,4,-50,-3,3.790173882152885
2,4,15,-2,
2,4,-50,-1,3.797192980069667
2,4,20,0,4.1951870121993124
2,4,-50,1,4.393909016158432
2,4,25,2,4.79242332931608
2,4,-50,3,4.000438199844211
2,4,30,4,4.592186997178942
2,4,-50,5,4.1991625260561705
2,4,35,-5,3.9978185296058655
2,4,-50,-4,4.1957877478562295
2,4,40,-3,
2,4,-50,-2,9.392152798827738
2,4,45,-1,4.996675808914006
2,4,-50,0,3.7950477842241526
2,4,50,1,4.591190731152892
2,5,-50,2,5.19779155170545
2,5,-45,3,
2,5,-50,4,1.7912490898743272
2,5,-40,5,5.597843394614756
2,5,-50,-5,4.0000800038687885
2,5,-35,-4,2.7978892400860786
2,5,-50,-3,17.196376998908818
2,5,-30,-2,3.598252097144723
2,5,-50,-1,3.7950455718673766
2,5,-25,0,3.3969358163885772
2,5,-50,1,3.5947609371505678
2,5,-20,2,
2,5,-50,3,
2,5,-15,4,
2,5,-50,5,
2,5,-10,-5,3.5727516878396273
2,5,-50,-4,4.402751470915973
2,5,-5,-3,3.397375355940312
2,5,-50,-2,4.391594372224063
2,5,0,-1,12.590581674594432
2,5,-50,0,
2,5,5,1,
2,5,-50,2,9.39028680510819
2,5,10,3,
2,5,-50,4,4.394172811880708
2,5,15,5,3.7951392219401896
2,5,-50,-5,6.792679471429437
2,5,20,-4,
2,5,-50,-3,12.597157706972212
2,5,25,-2,5.796807987615466
2,5,-50,-1,4.60110745113343
2,5,30,0,
2,5,-50,1,5.38842623308301
2,5,35,2,4.996840450912714
2,5,-50,3,4.993528507184237
2,5,40,4,
2,5,-50,5,1.7952952701598406
2,5,45,-5,5.2000072710216045
2,5,-50,-4,8.388353113085032
2,5,50,-3,
2,6,-50,-2,
2,6,-45,-1,
2,6,-50,0,4.793232744093984
2,6,-40,1,
2,6,-50,2,5.794998561032116
2,6,-35,3,
2,6,-50,4,4.989723714068532
2,6,-30,5,
2,6,-50,-5,5.5901735429652035
2,6,-25,-4,3.593884665053338
2,6,-50,-3,
2,6,-20,-2,3.1977192042395473
2,6,-50,-1,5.190131993032992
2,6,-15,0,3.390168628655374
2,6,-50,1,5.201082983985543
2,6,-10,2,
2,6,-50,3,
2,6,-5,4,
2,6,-50,5,1.986115877982229
2,6,0,-5,3.600124539807439
2,6,-50,-4,6.594326661899686
2,6,5,-3,
2,6,-50,-2,5.391081823036075
