cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,1,-50,-5,3.081946891732514
2,1,-45,-4,1.3814891413785517
2,1,-50,-3,2.3976447759196162
2,1,-40,-2,1.596140022855252
2,1,-50,-1,2.3989163851365447
2,1,-35,0,1.389797363895923
2,1,-50,1,2.398130586836487
2,1,-30,2,1.3920750287361443
2,1,-50,3,2.203611528966576
2,1,-25,4,2.1959142899140716
2,1,-50,5,2.5956558426842093
2,1,-20,-5,1.7879767422564328
2,1,-50,-4,3.0020322459749877
2,1,-15,-3,1.38989267218858
2,1,-50,-2,2.5929430657997727
2,1,-10,-1,1.5987102650105953
2,1,-50,0,3.396976897958666
2,1,-5,1,1.5986813302151859
2,1,-50,2,3.1884260680526495
2,1,0,3,1.8005105056799948
2,1,-50,4,2.596553082112223
2,1,5,5,1.7939430782571435
2,1,-50,-5,2.9921317701227963
2,1,10,-4,1.9971874142065644
2,1,-50,-3,2.9887664979323745
2,1,15,-2,1.9981262781657279
2,1,-50,-1,3.589134565088898
2,1,20,0,2.7971673761494458
2,1,-50,1,2.8010138659738004
2,1,25,2,3.596565132960677
2,1,-50,3,3.1925978688523173
2,1,30,4,3.3930000350810587
2,1,-50,5,3.200429447926581
2,1,35,-5,3.595343021210283
2,1,-50,-4,3.3909582779742777
2,1,40,-3,3.2002480970695615
2,1,-50,-2,2.9945529336109757
2,1,45,-1,3.7906606029719114
2,1,-50,0,3.4050977281294763
2,1,50,1,4.392571808770299
2,2,-50,2,3.3985430146567523
2,2,-45,3,1.5923482179641724
2,2,-50,4,2.602724060881883
2,2,-40,5,12.795165558811277
2,2,-50,-5,
2,2,-35,-4,
2,2,-50,-3,18.389375258237123
2,2,-30,-2,
2,2,-50,-1,6.18952322890982
2,2,-25,0,1.996175224892795
2,2,-50,1,2.4050948745571077
2,2,-20,2,1.7927210018970072
2,2,-50,3,3.7961555370129645
2,2,-15,4,1.5907148350961506
2,2,-50,5,2.9969766070134938
2,2,-10,-5,1.7968629337847233
2,2,-50,-4,16.20227963430807
2,2,-5,-3,1.7947257761843503
2,2,-50,-2,2.5944711198098958
2,2,0,-1,2.000488798134029
2,2,-50,0,2.9905660850927234
2,2,5,1,
2,2,-50,2,3.1939174719154835
2,2,10,3,
2,2,-50,4,6.189728406257927
2,2,15,5,
2,2,-50,-5,2.592540880199522
2,2,20,-4,2.8005267288535833
2,2,-50,-3,3.188861183822155
