cam_id,gimbal_speed,pan_setpoint,tilt_setpoint
3,1,-50,0
3,1,50,0
3,1,-50,0
3,1,50,0
3,1,-50,0
3,1,50,0
3,1,-50,0
3,1,50,0
3,1,-25,0
3,1,25,0
3,1,-25,0
3,1,25,0
3,1,-25,0
3,1,25,0
3,1,-25,0
3,1,25,0
3,2,-50,0
3,2,50,0
3,2,-50,0
3,2,50,0
3,2,-50,0
3,2,50,0
3,2,-50,0
3,2,50,0
3,2,-25,0
3,2,25,0
3,2,-25,0
3,2,25,0
3,2,-25,0
3,2,25,0
3,2,-25,0
3,2,25,0
3,3,-50,0
3,3,50,0
3,3,-50,0
3,3,50,0
3,3,-50,0
3,3,50,0
3,3,-50,0
3,3,50,0
3,3,-25,0
3,3,25,0
3,3,-25,0
3,3,25,0
3,3,-25,0
3,3,25,0
3,3,-25,0
3,3,25,0
3,4,-50,0
3,4,50,0
3,4,-50,0
3,4,50,0
3,4,-50,0
3,4,50,0
3,4,-50,0
3,4,50,0
3,4,-25,0
3,4,25,0
3,4,-25,0
3,4,25,0
3,4,-25,0
3,4,25,0
3,4,-25,0
3,4,25,0
3,5,-50,0
3,5,50,0
3,5,-50,0
3,5,50,0
3,5,-50,0
3,5,50,0
3,5,-50,0
3,5,50,0
3,5,-25,0
3,5,25,0
3,5,-25,0
3,5,25,0
3,5,-25,0
3,5,25,0
3,5,-25,0
3,5,25,0
3,6,-50,0
3,6,50,0
3,6,-50,0
3,6,50,0
3,6,-50,0
3,6,50,0
3,6,-50,0
3,6,50,0
3,6,-25,0
3,6,25,0
3,6,-25,0
3,6,25,0
3,6,-25,0
3,6,25,0
3,6,-25,0
3,6,25,0
3,7,-50,0
3,7,50,0
3,7,-50,0
3,7,50,0
3,7,-50,0
3,7,50,0
3,7,-50,0
3,7,50,0
3,7,-25,0
3,7,25,0
3,7,-25,0
3,7,25,0
3,7,-25,0
3,7,25,0
3,7,-25,0
3,7,25,0
3,8,-50,0
3,8,50,0
3,8,-50,0
3,8,50,0
3,8,-50,0
3,8,50,0
3,8,-50,0
3,8,50,0
3,8,-25,0
3,8,25,0
3,8,-25,0
3,8,25,0
3,8,-25,0
3,8,25,0
3,8,-25,0
3,8,25,0
