cam_id,gimbal_speed,pan_setpoint,tilt_setpoint
2,1,-50,0
2,1,50,0
2,1,-50,0
2,1,50,0
2,1,-50,0
2,1,50,0
2,1,-50,0
2,1,50,0
2,1,-25,0
2,1,25,0
2,1,-25,0
2,1,25,0
2,1,-25,0
2,1,25,0
2,1,-25,0
2,1,25,0
2,2,-50,0
2,2,50,0
2,2,-50,0
2,2,50,0
2,2,-50,0
2,2,50,0
2,2,-50,0
2,2,50,0
2,2,-25,0
2,2,25,0
2,2,-25,0
2,2,25,0
2,2,-25,0
2,2,25,0
2,2,-25,0
2,2,25,0
2,3,-50,0
2,3,50,0
2,3,-50,0
2,3,50,0
2,3,-50,0
2,3,50,0
2,3,-50,0
2,3,50,0
2,3,-25,0
2,3,25,0
2,3,-25,0
2,3,25,0
2,3,-25,0
2,3,25,0
2,3,-25,0
2,3,25,0
2,4,-50,0
2,4,50,0
2,4,-50,0
2,4,50,0
2,4,-50,0
2,4,50,0
2,4,-50,0
2,4,50,0
2,4,-25,0
2,4,25,0
2,4,-25,0
2,4,25,0
2,4,-25,0
2,4,25,0
2,4,-25,0
2,4,25,0
2,5,-50,0
2,5,50,0
2,5,-50,0
2,5,50,0
2,5,-50,0
2,5,50,0
2,5,-50,0
2,5,50,0
2,5,-25,0
2,5,25,0
2,5,-25,0
2,5,25,0
2,5,-25,0
2,5,25,0
2,5,-25,0
2,5,25,0
2,6,-50,0
2,6,50,0
2,6,-50,0
2,6,50,0
2,6,-50,0
2,6,50,0
2,6,-50,0
2,6,50,0
2,6,-25,0
2,6,25,0
2,6,-25,0
2,6,25,0
2,6,-25,0
2,6,25,0
2,6,-25,0
2,6,25,0
2,7,-50,0
2,7,50,0
2,7,-50,0
2,7,50,0
2,7,-50,0
2,7,50,0
2,7,-50,0
2,7,50,0
2,7,-25,0
2,7,25,0
2,7,-25,0
2,7,25,0
2,7,-25,0
2,7,25,0
2,7,-25,0
2,7,25,0
2,8,-50,0
2,8,50,0
2,8,-50,0
2,8,50,0
2,8,-50,0
2,8,50,0
2,8,-50,0
2,8,50,0
2,8,-25,0
2,8,25,0
2,8,-25,0
2,8,25,0
2,8,-25,0
2,8,25,0
2,8,-25,0
2,8,25,0
