cam_id,gimbal_speed,pan_setpoint,tilt_setpoint
4,1,-50,0
4,1,50,0
4,1,-50,0
4,1,50,0
4,1,-50,0
4,1,50,0
4,1,-50,0
4,1,50,0
4,1,-25,0
4,1,25,0
4,1,-25,0
4,1,25,0
4,1,-25,0
4,1,25,0
4,1,-25,0
4,1,25,0
4,2,-50,0
4,2,50,0
4,2,-50,0
4,2,50,0
4,2,-50,0
4,2,50,0
4,2,-50,0
4,2,50,0
4,2,-25,0
4,2,25,0
4,2,-25,0
4,2,25,0
4,2,-25,0
4,2,25,0
4,2,-25,0
4,2,25,0
4,3,-50,0
4,3,50,0
4,3,-50,0
4,3,50,0
4,3,-50,0
4,3,50,0
4,3,-50,0
4,3,50,0
4,3,-25,0
4,3,25,0
4,3,-25,0
4,3,25,0
4,3,-25,0
4,3,25,0
4,3,-25,0
4,3,25,0
4,4,-50,0
4,4,50,0
4,4,-50,0
4,4,50,0
4,4,-50,0
4,4,50,0
4,4,-50,0
4,4,50,0
4,4,-25,0
4,4,25,0
4,4,-25,0
4,4,25,0
4,4,-25,0
4,4,25,0
4,4,-25,0
4,4,25,0
4,5,-50,0
4,5,50,0
4,5,-50,0
4,5,50,0
4,5,-50,0
4,5,50,0
4,5,-50,0
4,5,50,0
4,5,-25,0
4,5,25,0
4,5,-25,0
4,5,25,0
4,5,-25,0
4,5,25,0
4,5,-25,0
4,5,25,0
4,6,-50,0
4,6,50,0
4,6,-50,0
4,6,50,0
4,6,-50,0
4,6,50,0
4,6,-50,0
4,6,50,0
4,6,-25,0
4,6,25,0
4,6,-25,0
4,6,25,0
4,6,-25,0
4,6,25,0
4,6,-25,0
4,6,25,0
4,7,-50,0
4,7,50,0
4,7,-50,0
4,7,50,0
4,7,-50,0
4,7,50,0
4,7,-50,0
4,7,50,0
4,7,-25,0
4,7,25,0
4,7,-25,0
4,7,25,0
4,7,-25,0
4,7,25,0
4,7,-25,0
4,7,25,0
4,8,-50,0
4,8,50,0
4,8,-50,0
4,8,50,0
4,8,-50,0
4,8,50,0
4,8,-50,0
4,8,50,0
4,8,-25,0
4,8,25,0
4,8,-25,0
4,8,25,0
4,8,-25,0
4,8,25,0
4,8,-25,0
4,8,25,0
